Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Summer ,02/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1397.2,1.7%,23,0.71,17,4,310.80,56,0,17
Summer ,03/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,989.8,1.1%,11,1.01,11,7,288.96,35,0,18
Summer ,04/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,893.2,1.2%,10,1.41,15,5,68.88,31,2,14
Summer ,05/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1325.1,1.6%,21,1.83,38,5,43.68,78,0,9
Summer ,06/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,833.7,1.4%,11,1.16,13,5,342.72,52,0,9
Summer ,07/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,712.6,1.8%,12,1.61,20,8,151.20,38,2,23
Summer ,08/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,861,1.4%,12,0.87,11,7,197.40,33,7,17
Summer ,09/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1134.7,1.6%,18,0.99,18,5,182.28,57,6,23
Summer ,10/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1230.6,1.1%,14,1.76,24,7,120.96,63,3,9
Summer ,11/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,933.1,1.3%,12,0.77,9,10,504.00,65,6,12
Summer ,12/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1061.2,1.7%,18,1.79,32,9,161.28,68,2,18
Summer ,13/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,800.8,1.7%,14,1.56,22,3,352.80,63,9,23
Summer ,14/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1114.4,1.3%,14,2.13,31,4,100.80,56,7,8
Summer ,15/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,802.9,1.6%,13,1.27,16,5,48.00,58,5,17
Summer ,16/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,762.3,1.7%,13,1.78,23,1,367.92,66,5,20
Summer ,17/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1050.7,1.5%,15,1.30,20,9,305.76,53,8,12
Summer ,18/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1348.9,1.4%,19,0.89,17,2,215.04,54,4,11
Summer ,19/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,889.7,1.4%,12,0.92,11,6,335.16,45,3,12
Summer ,20/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1037.4,1.5%,16,2.12,34,2,78.96,55,1,15
Summer ,21/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,928.9,1.0%,10,1.87,18,1,399.84,61,3,14
Summer ,22/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,938,1.2%,11,1.36,15,7,264.60,71,4,14
Summer ,23/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,963.2,1.2%,12,0.74,9,9,193.20,25,1,14
Summer ,24/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,871.5,1.5%,13,1.13,15,8,181.44,63,7,14
Summer ,25/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,772.8,1.3%,10,1.82,18,5,211.68,38,9,9
Summer ,26/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,814.1,1.8%,14,1.67,24,6,332.64,66,5,11
Summer ,27/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,925.4,1.3%,12,2.00,24,5,62.16,63,5,15
Summer ,28/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,980,1.6%,15,1.92,30,2,409.92,66,1,11
Summer ,29/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,819.7,1.7%,14,1.40,19,4,452.76,68,10,12
Summer ,30/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,714,1.2%,9,1.51,13,5,382.20,66,5,3
Summer ,31/08/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,723.8,1.5%,11,0.77,8,5,152.04,17,5,6
Fall ,01/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1999,1.2%,23,2.48,58,4,39.60,40,10,11
Fall ,02/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2328,1.4%,33,0.70,23,7,115.08,38,0,20
Fall ,03/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1541,1.6%,25,0.56,14,7,48.00,75,2,21
Fall ,04/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2108,1.7%,36,1.20,44,4,390.60,33,7,11
Fall ,05/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2110,1.6%,33,2.00,66,5,157.92,69,6,20
Fall ,06/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2304,1.1%,25,1.48,37,1,107.52,41,7,17
Fall ,07/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1504,1.9%,28,0.63,18,0,289.80,82,1,11
Fall ,08/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2298,1.8%,40,1.81,73,7,3.60,57,1,14
Fall ,09/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2322,1.7%,39,1.52,59,3,199.92,67,8,14
Fall ,10/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1329,1.4%,18,1.53,28,7,171.36,67,0,9
Fall ,11/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2081,1.4%,28,2.15,60,2,89.88,56,2,17
Fall ,12/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1614,1.5%,24,1.97,47,3,192.36,47,7,17
Fall ,13/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1742,2.0%,34,1.83,62,6,88.20,49,5,9
Fall ,14/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2119,1.6%,34,1.92,66,2,94.08,54,8,12
Fall ,15/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1923,1.0%,20,0.91,18,2,59.64,51,3,6
Fall ,16/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2516,2.0%,49,1.52,74,2,203.28,52,2,11
Fall ,17/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2095,1.8%,38,2.09,79,1,396.48,64,8,20
Fall ,18/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1681,1.7%,28,1.68,48,6,24.00,31,3,8
Fall ,19/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2466,1.9%,48,0.84,40,8,4.80,62,3,11
Fall ,20/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2146,1.1%,24,1.83,44,3,273.84,78,12,9
Fall ,21/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1832,1.4%,26,1.93,50,5,133.56,58,1,8
Fall ,22/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1657,1.7%,29,1.31,38,6,126.84,51,10,15
Fall ,23/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1843,1.5%,28,2.08,58,8,92.40,64,1,6
Fall ,24/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1741,1.8%,30,0.94,29,7,9.60,93,2,17
Fall ,25/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1386,2.0%,28,0.58,16,4,84.00,88,10,20
Fall ,26/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2003,1.7%,34,2.23,76,2,381.36,54,4,15
Fall ,27/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2171,1.3%,28,2.00,57,8,224.28,71,3,18
Fall ,28/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1959,1.9%,37,1.37,51,4,257.04,66,1,12
Fall ,29/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2416,1.3%,31,1.79,56,3,3.60,78,8,8
Fall ,30/09/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1537,1.4%,21,1.31,28,2,265.44,69,7,9
Fall ,01/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2131,1.4%,30,1.59,48,9,122.64,65,8,6
Fall ,02/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1582,2.1%,33,1.32,44,0,66.36,47,1,8
Fall ,03/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2312,1.5%,35,0.59,21,3,159.60,78,5,6
Fall ,04/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1982,1.8%,36,1.38,50,5,237.72,103,5,12
Fall ,05/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1475,1.4%,21,2.27,46,5,408.24,99,1,8
Fall ,06/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1465,1.9%,28,1.83,50,3,44.40,95,7,11
Fall ,07/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1720,1.3%,23,0.66,15,8,341.88,93,8,17
Fall ,08/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1390,1.9%,26,0.91,24,5,102.48,57,7,9
Fall ,09/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2048,1.5%,30,0.87,26,5,417.48,64,4,17
Fall ,10/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1898,1.5%,29,0.74,21,5,135.24,59,4,12
Fall ,11/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2175,1.8%,40,1.44,57,8,75.60,90,12,15
Fall ,12/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1455,1.7%,24,1.21,29,4,3.60,88,10,24
Fall ,13/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2130,1.9%,41,1.09,44,7,120.96,79,5,15
Fall ,14/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1752,1.4%,24,1.73,41,5,163.80,40,7,18
Fall ,15/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1515,1.3%,20,0.74,15,0,83.16,75,7,17
Fall ,16/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1520,1.1%,17,1.17,20,7,264.60,43,2,21
Fall ,17/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2153,1.7%,37,1.94,71,6,503.16,50,0,20
Fall ,18/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2282,1.7%,39,1.56,61,6,51.24,98,7,6
Fall ,19/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1749,2.1%,37,0.49,18,7,331.80,88,12,15
Fall ,20/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2312,1.6%,37,1.70,63,6,345.24,59,11,12
Fall ,21/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1694,1.8%,31,1.01,31,5,430.08,92,5,15
Fall ,22/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2254,1.7%,39,2.22,86,9,320.88,97,3,14
Fall ,23/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2368,2.1%,49,2.06,101,4,512.40,69,10,11
Fall ,24/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1958,2.0%,39,0.79,31,8,162.96,47,10,5
Fall ,25/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1334,2.0%,26,1.36,35,4,283.08,64,10,17
Fall ,26/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1984,1.4%,28,1.82,52,6,189.00,60,5,9
Fall ,27/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2062,1.7%,36,0.52,18,7,498.12,55,11,12
Fall ,28/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2310,1.5%,36,2.07,74,4,291.48,45,4,6
Fall ,29/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1931,1.1%,21,0.74,15,3,261.24,38,10,18
Fall ,30/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2381,1.9%,46,0.79,36,5,247.80,48,16,12
Fall ,31/10/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1610,1.8%,28,0.67,19,6,525.00,80,8,15
Fall ,01/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1934,1.3%,26,0.47,12,9,236.04,54,10,14
Fall ,02/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1827,1.8%,33,0.46,15,6,359.52,105,6,9
Fall ,03/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2345,1.6%,37,1.54,56,2,199.92,55,10,18
Fall ,04/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2312,1.7%,40,0.97,39,6,409.92,57,10,20
Fall ,05/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2438,1.5%,37,0.44,16,8,65.52,36,5,17
Fall ,06/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1642,1.6%,26,0.58,15,5,391.44,65,11,14
Fall ,07/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2179,1.5%,32,2.14,69,5,321.72,84,7,15
Fall ,08/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1584,1.4%,22,0.51,11,3,291.48,57,10,9
Fall ,09/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2170,1.7%,36,2.29,82,6,172.20,87,1,18
Fall ,10/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1436,1.5%,22,1.39,31,6,205.80,78,4,5
Fall ,11/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1830,1.8%,32,1.21,39,4,440.16,90,11,8
Fall ,12/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1678,1.5%,25,1.10,28,4,180.60,59,0,12
Fall ,13/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1530,1.7%,25,0.83,21,7,267.12,92,9,14
Fall ,14/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1560,1.3%,20,1.98,39,6,377.16,60,0,20
Fall ,15/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2133,1.6%,33,2.33,78,6,256.20,81,7,17
Fall ,16/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1434,1.1%,16,0.59,9,10,94.08,80,3,9
Fall ,17/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1926,1.3%,26,0.53,14,6,682.92,55,7,11
Fall ,18/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2041,1.7%,34,2.02,69,6,461.16,87,6,18
Fall ,19/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1746,1.2%,22,0.43,9,4,364.56,80,1,12
Fall ,20/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1360,1.6%,22,2.20,47,7,167.16,95,0,11
Fall ,21/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2546,1.3%,32,1.32,42,11,299.04,52,8,17
Fall ,22/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1484,1.3%,20,1.81,36,6,320.88,77,6,18
Fall ,23/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2013,1.8%,36,2.07,74,5,527.52,72,3,6
Fall ,24/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2102,1.7%,36,1.27,45,5,199.08,88,5,17
Fall ,25/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2279,1.8%,41,1.13,46,6,303.24,54,6,21
Fall ,26/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2225,1.4%,31,0.81,25,7,59.64,55,3,12
Fall ,27/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2070,1.7%,35,1.74,61,4,191.52,82,9,18
Fall ,28/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,2299,1.2%,28,1.05,29,8,409.08,47,0,17
Fall ,29/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1367,1.1%,15,1.31,20,2,519.12,54,9,8
Fall ,30/11/2023,London,51.50735,-0.12776,Facebook,Desktop,Discount,1424,1.4%,20,2.38,48,5,230.16,82,3,12
Spring ,01/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1302.4,1.6%,21,1.67,36,6,342.72,46,6,8
Spring ,02/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1328.8,1.9%,25,1.29,32,3,319.20,63,6,9
Spring ,03/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1161.6,1.5%,18,1.04,19,2,393.96,74,12,0
Spring ,04/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1139.2,1.2%,13,0.91,12,6,267.12,63,4,5
Spring ,05/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,900.8,1.7%,15,0.33,5,5,157.92,51,15,5
Spring ,06/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,935.2,1.4%,13,1.29,17,6,182.28,73,14,12
Spring ,07/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1327.2,1.8%,24,2.31,56,4,277.20,52,12,0
Spring ,08/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1041.6,1.2%,12,0.67,8,6,112.56,69,7,2
Spring ,09/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1148.8,1.8%,21,1.60,33,8,100.80,91,5,2
Spring ,10/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1228,1.2%,15,0.55,8,1,257.04,66,11,9
Spring ,11/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1472,1.6%,23,0.41,10,6,435.12,45,6,9
Spring ,12/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1172.8,1.8%,22,0.56,12,1,277.20,93,16,3
Spring ,13/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1204,1.1%,13,0.71,10,6,63.00,66,4,11
Spring ,14/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1049.6,1.3%,13,1.31,17,4,302.40,44,3,6
Spring ,15/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1554.4,1.8%,28,1.92,54,1,163.80,69,7,9
Spring ,16/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1024,1.8%,19,0.56,11,7,67.20,60,12,9
Spring ,17/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1312,1.4%,18,2.15,39,2,45.36,86,7,12
Spring ,18/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1533.6,1.3%,21,2.07,43,8,218.40,81,2,0
Spring ,19/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,988,1.0%,10,1.98,20,3,294.00,46,17,9
Spring ,20/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1318.4,1.0%,13,0.98,13,5,75.60,90,1,0
Spring ,21/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,839.2,1.0%,9,0.78,7,7,452.76,72,3,12
Spring ,22/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1053.6,1.7%,18,0.61,11,1,218.40,55,6,5
Spring ,23/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,848.8,1.2%,11,1.78,19,2,43.20,70,1,6
Spring ,24/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,959.2,1.5%,15,0.66,10,3,43.20,48,1,5
Spring ,25/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1582.4,1.2%,18,1.98,36,7,63.84,85,7,12
Spring ,26/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1539.2,1.3%,20,1.48,29,7,134.40,95,5,5
Spring ,27/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1211.2,1.6%,19,0.66,12,6,218.40,46,2,12
Spring ,28/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1012.8,2.0%,20,0.97,19,7,166.32,76,1,2
Spring ,29/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1202.4,1.1%,13,1.38,18,7,42.00,53,16,6
Spring ,30/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,936.8,1.7%,16,1.46,23,2,221.76,50,10,12
Spring ,31/03/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1332,1.4%,18,0.41,8,3,446.88,76,2,0
Spring ,01/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,945.6,1.6%,15,1.86,29,3,89.04,88,6,6
Spring ,02/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1005.6,1.4%,14,0.69,10,1,292.32,103,6,0
Spring ,03/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1279.2,1.7%,22,0.90,20,4,252.84,89,1,5
Spring ,04/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1153.6,1.4%,16,1.08,17,5,48.72,63,7,11
Spring ,05/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1504.8,1.1%,17,0.79,13,9,147.00,63,9,3
Spring ,06/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1424.8,1.1%,16,1.37,22,3,136.08,78,6,3
Spring ,07/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,980,1.6%,16,1.06,17,4,197.40,52,12,9
Spring ,08/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1120.8,1.0%,11,1.79,20,4,239.40,73,8,2
Spring ,09/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1395.2,1.4%,20,0.82,16,4,42.84,85,6,2
Spring ,10/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1292.8,1.3%,17,0.70,12,3,201.60,73,6,3
Spring ,11/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1293.6,1.0%,13,2.23,30,5,134.40,75,15,3
Spring ,12/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1178.4,1.8%,21,1.54,33,8,50.40,87,2,0
Spring ,13/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1580.8,1.7%,26,1.98,52,4,398.16,75,16,12
Spring ,14/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1472.8,1.3%,19,1.27,24,2,357.84,70,19,5
Spring ,15/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1513.6,1.6%,24,0.59,14,8,181.44,53,11,6
Spring ,16/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1501.6,1.0%,15,2.00,30,6,205.80,90,9,8
Spring ,17/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1218.4,1.5%,18,2.44,44,4,63.00,67,19,5
Spring ,18/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,992,1.6%,16,1.52,24,6,126.00,103,7,11
Spring ,19/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1452.8,1.9%,27,1.08,30,4,339.36,87,11,0
Spring ,20/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,968,1.8%,17,1.48,26,2,162.96,60,12,8
Spring ,21/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1086.4,1.6%,17,2.20,37,7,37.20,91,7,11
Spring ,22/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,803.2,1.9%,15,1.23,19,3,199.92,99,20,12
Spring ,23/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1444,1.0%,14,1.12,16,5,44.52,72,22,0
Spring ,24/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1475.2,1.3%,18,1.15,21,3,44.40,78,15,9
Spring ,25/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,964,1.1%,11,1.62,18,3,81.48,82,4,6
Spring ,26/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1100.8,1.1%,12,1.99,24,4,293.16,71,7,3
Spring ,27/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1140,1.2%,14,0.94,13,5,10.80,86,11,5
Spring ,28/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1364,0.9%,12,0.84,10,7,168.84,73,16,11
Spring ,29/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1168,1.2%,14,1.54,21,0,336.84,68,14,5
Spring ,30/04/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1404.8,1.6%,23,1.54,35,6,36.00,73,20,9
Spring ,01/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1312.8,1.3%,17,0.82,14,1,9.60,83,14,12
Spring ,02/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,943.2,0.9%,9,0.78,7,7,159.60,77,7,5
Spring ,03/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1039.2,1.5%,15,2.31,35,3,352.80,49,12,2
Spring ,04/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1284.8,1.7%,21,0.49,11,7,206.64,91,17,11
Spring ,05/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,964.8,1.4%,14,1.74,23,0,105.84,109,13,2
Spring ,06/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1381.6,1.7%,23,1.70,39,6,47.88,78,13,8
Spring ,07/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,969.6,1.0%,10,1.76,17,3,47.88,71,5,9
Spring ,08/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1568,1.7%,26,1.97,51,5,1.20,87,17,11
Spring ,09/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1412,1.9%,27,2.14,58,6,167.16,98,11,8
Spring ,10/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1597.6,0.9%,14,1.86,26,0,39.60,93,18,12
Spring ,11/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1027.2,0.9%,10,2.09,20,5,138.60,64,17,0
Spring ,12/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1582.4,1.7%,27,0.77,21,3,4.80,99,23,6
Spring ,13/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,921.6,1.7%,16,2.21,35,2,108.36,78,18,0
Spring ,14/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1236.8,1.7%,21,1.13,23,6,27.60,81,12,6
Spring ,15/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1011.2,1.2%,12,0.81,10,3,14.40,94,16,8
Spring ,16/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1505.6,1.8%,26,2.12,56,4,110.88,99,12,3
Spring ,17/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1287.2,1.1%,14,0.70,10,1,62.16,76,9,6
Spring ,18/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1179.2,1.9%,23,0.92,21,3,2.40,71,9,2
Spring ,19/05/2023,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1497.6,1.2%,17,1.66,29,5,54.60,75,16,3
